,timestamp,orderID,symbol,price,side,ordType,orderQty
0,1598515493,1598515493,XBTUSD,11382.97,BUY,MARKET,0.0022
1,1598515495,1598515495,XBTUSD,11667.544249999999,sell,limit,0.002255
